DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
AVRO,3,71.81571815718158,RandomForest,None,None,None,0.3333333333333333,0.4230769230769231,0.5875246548323472,0.12941176470588245,11.0,22.0,56.0,15.0
AVRO,3,71.81571815718158,NaiveBayes,None,None,None,0.7777777777777778,0.2692307692307692,0.7184418145956607,0.31147540983606564,7.0,2.0,76.0,19.0
AVRO,3,71.81571815718158,IBk,None,None,None,0.3157894736842105,0.46153846153846156,0.4965483234714004,0.11111111111111123,12.0,26.0,52.0,14.0
AVRO,3,71.81571815718158,RandomForest,GreedyStepwise,None,None,0.30303030303030304,0.38461538461538464,0.5574457593688363,0.08235294117647057,10.0,23.0,55.0,16.0
AVRO,3,71.81571815718158,NaiveBayes,GreedyStepwise,None,None,0.6666666666666666,0.3076923076923077,0.7403846153846154,0.31249999999999994,8.0,4.0,74.0,18.0
AVRO,3,71.81571815718158,IBk,GreedyStepwise,None,None,0.29411764705882354,0.38461538461538464,0.5840729783037475,0.06976744186046514,10.0,24.0,54.0,16.0
AVRO,3,71.81571815718158,RandomForest,BestFirst,None,None,0.30303030303030304,0.38461538461538464,0.5574457593688363,0.08235294117647057,10.0,23.0,55.0,16.0
AVRO,3,71.81571815718158,NaiveBayes,BestFirst,None,None,0.6666666666666666,0.3076923076923077,0.7403846153846154,0.31249999999999994,8.0,4.0,74.0,18.0
AVRO,3,71.81571815718158,IBk,BestFirst,None,None,0.29411764705882354,0.38461538461538464,0.5840729783037475,0.06976744186046514,10.0,24.0,54.0,16.0
AVRO,3,71.81571815718158,RandomForest,None,None,SensitiveLearning,0.3125,0.38461538461538464,0.6136587771203156,0.09523809523809518,10.0,22.0,56.0,16.0
AVRO,3,71.81571815718158,NaiveBayes,None,None,SensitiveLearning,0.7777777777777778,0.2692307692307692,0.7184418145956607,0.31147540983606564,7.0,2.0,76.0,19.0
AVRO,3,71.81571815718158,IBk,None,None,SensitiveLearning,0.3157894736842105,0.46153846153846156,0.4965483234714004,0.11111111111111123,12.0,26.0,52.0,14.0
AVRO,3,71.81571815718158,RandomForest,GreedyStepwise,None,SensitiveLearning,0.30303030303030304,0.38461538461538464,0.5574457593688363,0.08235294117647057,10.0,23.0,55.0,16.0
AVRO,3,71.81571815718158,RandomForest,BestFirst,None,SensitiveLearning,0.30303030303030304,0.38461538461538464,0.5574457593688363,0.08235294117647057,10.0,23.0,55.0,16.0
AVRO,3,71.81571815718158,NaiveBayes,GreedyStepwise,None,SensitiveLearning,0.6666666666666666,0.3076923076923077,0.7403846153846154,0.31249999999999994,8.0,4.0,74.0,18.0
AVRO,3,71.81571815718158,NaiveBayes,BestFirst,None,SensitiveLearning,0.6666666666666666,0.3076923076923077,0.7403846153846154,0.31249999999999994,8.0,4.0,74.0,18.0
AVRO,3,71.81571815718158,IBk,GreedyStepwise,None,SensitiveLearning,0.29411764705882354,0.38461538461538464,0.5840729783037475,0.06976744186046514,10.0,24.0,54.0,16.0
AVRO,3,71.81571815718158,IBk,BestFirst,None,SensitiveLearning,0.29411764705882354,0.38461538461538464,0.5840729783037475,0.06976744186046514,10.0,24.0,54.0,16.0
AVRO,4,77.84810126582279,RandomForest,None,None,None,0.8928571428571429,0.7352941176470589,0.8922949461474731,0.7264437689969604,25.0,3.0,68.0,9.0
AVRO,4,77.84810126582279,NaiveBayes,None,None,None,0.7142857142857143,0.29411764705882354,0.6876553438276719,0.280821917808219,10.0,4.0,67.0,24.0
AVRO,4,77.84810126582279,IBk,None,None,None,0.9259259259259259,0.7352941176470589,0.8914664457332229,0.7472094550229811,25.0,2.0,69.0,9.0
AVRO,4,77.84810126582279,RandomForest,GreedyStepwise,None,None,0.8461538461538461,0.6470588235294118,0.8624689312344657,0.6293027360988526,22.0,4.0,67.0,12.0
AVRO,4,77.84810126582279,NaiveBayes,GreedyStepwise,None,None,0.6666666666666666,0.23529411764705882,0.7394366197183099,0.21524663677130057,8.0,4.0,67.0,26.0
AVRO,4,77.84810126582279,IBk,GreedyStepwise,None,None,0.8275862068965517,0.7058823529411765,0.8831814415907208,0.6607796683178978,24.0,5.0,66.0,10.0
AVRO,4,77.84810126582279,RandomForest,BestFirst,None,None,0.8461538461538461,0.6470588235294118,0.8624689312344657,0.6293027360988526,22.0,4.0,67.0,12.0
AVRO,4,77.84810126582279,NaiveBayes,BestFirst,None,None,0.6666666666666666,0.23529411764705882,0.7394366197183099,0.21524663677130057,8.0,4.0,67.0,26.0
AVRO,4,77.84810126582279,IBk,BestFirst,None,None,0.8275862068965517,0.7058823529411765,0.8831814415907208,0.6607796683178978,24.0,5.0,66.0,10.0
AVRO,4,77.84810126582279,RandomForest,None,None,SensitiveLearning,0.8928571428571429,0.7352941176470589,0.8933305716652858,0.7264437689969604,25.0,3.0,68.0,9.0
AVRO,4,77.84810126582279,NaiveBayes,None,None,SensitiveLearning,0.7142857142857143,0.29411764705882354,0.6876553438276719,0.280821917808219,10.0,4.0,67.0,24.0
AVRO,4,77.84810126582279,IBk,None,None,SensitiveLearning,0.9259259259259259,0.7352941176470589,0.8914664457332229,0.7472094550229811,25.0,2.0,69.0,9.0
AVRO,4,77.84810126582279,RandomForest,GreedyStepwise,None,SensitiveLearning,0.8461538461538461,0.6470588235294118,0.8624689312344657,0.6293027360988526,22.0,4.0,67.0,12.0
AVRO,4,77.84810126582279,RandomForest,BestFirst,None,SensitiveLearning,0.8461538461538461,0.6470588235294118,0.8624689312344657,0.6293027360988526,22.0,4.0,67.0,12.0
AVRO,4,77.84810126582279,NaiveBayes,GreedyStepwise,None,SensitiveLearning,0.6666666666666666,0.23529411764705882,0.7394366197183099,0.21524663677130057,8.0,4.0,67.0,26.0
AVRO,4,77.84810126582279,NaiveBayes,BestFirst,None,SensitiveLearning,0.6666666666666666,0.23529411764705882,0.7394366197183099,0.21524663677130057,8.0,4.0,67.0,26.0
AVRO,4,77.84810126582279,IBk,GreedyStepwise,None,SensitiveLearning,0.8275862068965517,0.7058823529411765,0.8831814415907208,0.6607796683178978,24.0,5.0,66.0,10.0
AVRO,4,77.84810126582279,IBk,BestFirst,None,SensitiveLearning,0.8275862068965517,0.7058823529411765,0.8831814415907208,0.6607796683178978,24.0,5.0,66.0,10.0
AVRO,5,81.86528497409327,RandomForest,None,None,None,1.0,0.9714285714285714,0.9991836734693877,0.9784172661870504,34.0,0.0,70.0,1.0
AVRO,5,81.86528497409327,NaiveBayes,None,None,None,0.75,0.42857142857142855,0.8024489795918367,0.39999999999999997,15.0,5.0,65.0,20.0
AVRO,5,81.86528497409327,IBk,None,None,None,0.9714285714285714,0.9714285714285714,0.9985714285714286,0.9571428571428571,34.0,1.0,69.0,1.0
AVRO,5,81.86528497409327,RandomForest,GreedyStepwise,None,None,0.9655172413793104,0.8,0.9757142857142858,0.8208955223880599,28.0,1.0,69.0,7.0
AVRO,5,81.86528497409327,NaiveBayes,GreedyStepwise,None,None,0.75,0.2571428571428571,0.7528571428571429,0.2564102564102564,9.0,3.0,67.0,26.0
AVRO,5,81.86528497409327,IBk,GreedyStepwise,None,None,0.9375,0.8571428571428571,0.9734693877551021,0.8467153284671534,30.0,2.0,68.0,5.0
AVRO,5,81.86528497409327,RandomForest,BestFirst,None,None,0.9655172413793104,0.8,0.9757142857142858,0.8208955223880599,28.0,1.0,69.0,7.0
AVRO,5,81.86528497409327,NaiveBayes,BestFirst,None,None,0.75,0.2571428571428571,0.7528571428571429,0.2564102564102564,9.0,3.0,67.0,26.0
AVRO,5,81.86528497409327,IBk,BestFirst,None,None,0.9375,0.8571428571428571,0.9734693877551021,0.8467153284671534,30.0,2.0,68.0,5.0
AVRO,5,81.86528497409327,RandomForest,None,None,SensitiveLearning,0.9705882352941176,0.9428571428571428,0.9987755102040816,0.935251798561151,33.0,1.0,69.0,2.0
AVRO,5,81.86528497409327,NaiveBayes,None,None,SensitiveLearning,0.75,0.42857142857142855,0.8024489795918367,0.39999999999999997,15.0,5.0,65.0,20.0
AVRO,5,81.86528497409327,IBk,None,None,SensitiveLearning,0.9714285714285714,0.9714285714285714,0.9985714285714286,0.9571428571428571,34.0,1.0,69.0,1.0
AVRO,5,81.86528497409327,RandomForest,GreedyStepwise,None,SensitiveLearning,0.9655172413793104,0.8,0.9757142857142858,0.8208955223880599,28.0,1.0,69.0,7.0
AVRO,5,81.86528497409327,RandomForest,BestFirst,None,SensitiveLearning,0.9655172413793104,0.8,0.9757142857142858,0.8208955223880599,28.0,1.0,69.0,7.0
AVRO,5,81.86528497409327,NaiveBayes,GreedyStepwise,None,SensitiveLearning,0.75,0.2571428571428571,0.7528571428571429,0.2564102564102564,9.0,3.0,67.0,26.0
AVRO,5,81.86528497409327,NaiveBayes,BestFirst,None,SensitiveLearning,0.75,0.2571428571428571,0.7528571428571429,0.2564102564102564,9.0,3.0,67.0,26.0
AVRO,5,81.86528497409327,IBk,GreedyStepwise,None,SensitiveLearning,0.9375,0.8571428571428571,0.9734693877551021,0.8467153284671534,30.0,2.0,68.0,5.0
AVRO,5,81.86528497409327,IBk,BestFirst,None,SensitiveLearning,0.9375,0.8571428571428571,0.9734693877551021,0.8467153284671534,30.0,2.0,68.0,5.0
AVRO,6,83.42939481268012,RandomForest,None,None,None,0.9722222222222222,0.9722222222222222,0.9978902953586498,0.959563994374121,35.0,1.0,78.0,1.0
AVRO,6,83.42939481268012,NaiveBayes,None,None,None,0.7916666666666666,0.5277777777777778,0.8347398030942335,0.5108275328692963,19.0,5.0,74.0,17.0
AVRO,6,83.42939481268012,IBk,None,None,None,0.9722222222222222,0.9722222222222222,0.9861111111111112,0.959563994374121,35.0,1.0,78.0,1.0
AVRO,6,83.42939481268012,RandomForest,GreedyStepwise,None,None,0.9705882352941176,0.9166666666666666,0.979957805907173,0.9178864691181721,33.0,1.0,78.0,3.0
AVRO,6,83.42939481268012,NaiveBayes,GreedyStepwise,None,None,0.8888888888888888,0.4444444444444444,0.8146976090014064,0.48514448514448516,16.0,2.0,77.0,20.0
AVRO,6,83.42939481268012,IBk,GreedyStepwise,None,None,1.0,0.8888888888888888,0.9810126582278481,0.9166062364031907,32.0,0.0,79.0,4.0
AVRO,6,83.42939481268012,RandomForest,BestFirst,None,None,0.9705882352941176,0.9166666666666666,0.979957805907173,0.9178864691181721,33.0,1.0,78.0,3.0
AVRO,6,83.42939481268012,NaiveBayes,BestFirst,None,None,0.8888888888888888,0.4444444444444444,0.8146976090014064,0.48514448514448516,16.0,2.0,77.0,20.0
AVRO,6,83.42939481268012,IBk,BestFirst,None,None,1.0,0.8888888888888888,0.9810126582278481,0.9166062364031907,32.0,0.0,79.0,4.0
AVRO,6,83.42939481268012,RandomForest,None,None,SensitiveLearning,0.9722222222222222,0.9722222222222222,0.9910337552742616,0.959563994374121,35.0,1.0,78.0,1.0
AVRO,6,83.42939481268012,NaiveBayes,None,None,SensitiveLearning,0.7916666666666666,0.5277777777777778,0.8347398030942335,0.5108275328692963,19.0,5.0,74.0,17.0
AVRO,6,83.42939481268012,IBk,None,None,SensitiveLearning,0.9722222222222222,0.9722222222222222,0.9861111111111112,0.959563994374121,35.0,1.0,78.0,1.0
AVRO,6,83.42939481268012,RandomForest,GreedyStepwise,None,SensitiveLearning,0.9705882352941176,0.9166666666666666,0.979957805907173,0.9178864691181721,33.0,1.0,78.0,3.0
AVRO,6,83.42939481268012,RandomForest,BestFirst,None,SensitiveLearning,0.9705882352941176,0.9166666666666666,0.979957805907173,0.9178864691181721,33.0,1.0,78.0,3.0
AVRO,6,83.42939481268012,NaiveBayes,GreedyStepwise,None,SensitiveLearning,0.8888888888888888,0.4444444444444444,0.8146976090014064,0.48514448514448516,16.0,2.0,77.0,20.0
AVRO,6,83.42939481268012,NaiveBayes,BestFirst,None,SensitiveLearning,0.8888888888888888,0.4444444444444444,0.8146976090014064,0.48514448514448516,16.0,2.0,77.0,20.0
AVRO,6,83.42939481268012,IBk,GreedyStepwise,None,SensitiveLearning,1.0,0.8888888888888888,0.9810126582278481,0.9166062364031907,32.0,0.0,79.0,4.0
AVRO,6,83.42939481268012,IBk,BestFirst,None,SensitiveLearning,1.0,0.8888888888888888,0.9810126582278481,0.9166062364031907,32.0,0.0,79.0,4.0
AVRO,7,81.45539906103286,RandomForest,None,None,None,0.6181818181818182,0.8095238095238095,0.8886494252873564,0.5720156921352513,34.0,21.0,95.0,8.0
AVRO,7,81.45539906103286,NaiveBayes,None,None,None,0.5806451612903226,0.42857142857142855,0.7469211822660099,0.3453527435610301,18.0,13.0,103.0,24.0
AVRO,7,81.45539906103286,IBk,None,None,None,0.6739130434782609,0.7380952380952381,0.8429802955665024,0.5908366533864542,31.0,15.0,101.0,11.0
AVRO,7,81.45539906103286,RandomForest,GreedyStepwise,None,None,0.5555555555555556,0.7142857142857143,0.8344622331691297,0.46501128668171554,30.0,24.0,92.0,12.0
AVRO,7,81.45539906103286,NaiveBayes,GreedyStepwise,None,None,0.6,0.35714285714285715,0.7285509031198686,0.3111006363422107,15.0,10.0,106.0,27.0
AVRO,7,81.45539906103286,IBk,GreedyStepwise,None,None,0.5357142857142857,0.7142857142857143,0.7917692939244664,0.4430426716141003,30.0,26.0,90.0,12.0
AVRO,7,81.45539906103286,RandomForest,BestFirst,None,None,0.5555555555555556,0.7142857142857143,0.8344622331691297,0.46501128668171554,30.0,24.0,92.0,12.0
AVRO,7,81.45539906103286,NaiveBayes,BestFirst,None,None,0.6,0.35714285714285715,0.7285509031198686,0.3111006363422107,15.0,10.0,106.0,27.0
AVRO,7,81.45539906103286,IBk,BestFirst,None,None,0.5357142857142857,0.7142857142857143,0.7917692939244664,0.4430426716141003,30.0,26.0,90.0,12.0
AVRO,7,81.45539906103286,RandomForest,None,None,SensitiveLearning,0.6415094339622641,0.8095238095238095,0.8855706075533661,0.5959462019321841,34.0,19.0,97.0,8.0
AVRO,7,81.45539906103286,NaiveBayes,None,None,SensitiveLearning,0.5806451612903226,0.42857142857142855,0.7469211822660099,0.3453527435610301,18.0,13.0,103.0,24.0
AVRO,7,81.45539906103286,IBk,None,None,SensitiveLearning,0.6739130434782609,0.7380952380952381,0.8429802955665024,0.5908366533864542,31.0,15.0,101.0,11.0
AVRO,7,81.45539906103286,RandomForest,GreedyStepwise,None,SensitiveLearning,0.5555555555555556,0.7142857142857143,0.8344622331691297,0.46501128668171554,30.0,24.0,92.0,12.0
AVRO,7,81.45539906103286,RandomForest,BestFirst,None,SensitiveLearning,0.5555555555555556,0.7142857142857143,0.8344622331691297,0.46501128668171554,30.0,24.0,92.0,12.0
AVRO,7,81.45539906103286,NaiveBayes,GreedyStepwise,None,SensitiveLearning,0.6,0.35714285714285715,0.7285509031198686,0.3111006363422107,15.0,10.0,106.0,27.0
AVRO,7,81.45539906103286,NaiveBayes,BestFirst,None,SensitiveLearning,0.6,0.35714285714285715,0.7285509031198686,0.3111006363422107,15.0,10.0,106.0,27.0
AVRO,7,81.45539906103286,IBk,GreedyStepwise,None,SensitiveLearning,0.5357142857142857,0.7142857142857143,0.7917692939244664,0.4430426716141003,30.0,26.0,90.0,12.0
AVRO,7,81.45539906103286,IBk,BestFirst,None,SensitiveLearning,0.5357142857142857,0.7142857142857143,0.7917692939244664,0.4430426716141003,30.0,26.0,90.0,12.0
AVRO,8,83.85826771653544,RandomForest,None,None,None,0.9333333333333333,1.0,0.9984387197501952,0.9530892448512586,42.0,3.0,119.0,0.0
AVRO,8,83.85826771653544,NaiveBayes,None,None,None,0.5277777777777778,0.4523809523809524,0.7410226385636222,0.32841932841932836,19.0,17.0,105.0,23.0
AVRO,8,83.85826771653544,IBk,None,None,None,0.9545454545454546,1.0,0.9939500390320063,0.9684857801691007,42.0,2.0,120.0,0.0
AVRO,8,83.85826771653544,RandomForest,GreedyStepwise,None,None,0.9285714285714286,0.9285714285714286,0.9933645589383294,0.9039812646370022,39.0,3.0,119.0,3.0
AVRO,8,83.85826771653544,NaiveBayes,GreedyStepwise,None,None,0.5833333333333334,0.5,0.7609289617486339,0.3955773955773956,21.0,15.0,107.0,21.0
AVRO,8,83.85826771653544,IBk,GreedyStepwise,None,None,0.9761904761904762,0.9761904761904762,0.9927790788446527,0.9679937548790007,41.0,1.0,121.0,1.0
AVRO,8,83.85826771653544,RandomForest,BestFirst,None,None,0.9285714285714286,0.9285714285714286,0.9933645589383294,0.9039812646370022,39.0,3.0,119.0,3.0
AVRO,8,83.85826771653544,NaiveBayes,BestFirst,None,None,0.5833333333333334,0.5,0.7609289617486339,0.3955773955773956,21.0,15.0,107.0,21.0
AVRO,8,83.85826771653544,IBk,BestFirst,None,None,0.9761904761904762,0.9761904761904762,0.9927790788446527,0.9679937548790007,41.0,1.0,121.0,1.0
AVRO,8,83.85826771653544,RandomForest,None,None,SensitiveLearning,0.9534883720930233,0.9761904761904762,0.9974629195940672,0.9523625096824166,41.0,2.0,120.0,1.0
AVRO,8,83.85826771653544,NaiveBayes,None,None,SensitiveLearning,0.5277777777777778,0.4523809523809524,0.7410226385636222,0.32841932841932836,19.0,17.0,105.0,23.0
AVRO,8,83.85826771653544,IBk,None,None,SensitiveLearning,0.9545454545454546,1.0,0.9939500390320063,0.9684857801691007,42.0,2.0,120.0,0.0
AVRO,8,83.85826771653544,RandomForest,GreedyStepwise,None,SensitiveLearning,0.9285714285714286,0.9285714285714286,0.9933645589383294,0.9039812646370022,39.0,3.0,119.0,3.0
AVRO,8,83.85826771653544,RandomForest,BestFirst,None,SensitiveLearning,0.9285714285714286,0.9285714285714286,0.9933645589383294,0.9039812646370022,39.0,3.0,119.0,3.0
AVRO,8,83.85826771653544,NaiveBayes,GreedyStepwise,None,SensitiveLearning,0.5833333333333334,0.5,0.7609289617486339,0.3955773955773956,21.0,15.0,107.0,21.0
AVRO,8,83.85826771653544,NaiveBayes,BestFirst,None,SensitiveLearning,0.5833333333333334,0.5,0.7609289617486339,0.3955773955773956,21.0,15.0,107.0,21.0
AVRO,8,83.85826771653544,IBk,GreedyStepwise,None,SensitiveLearning,0.9761904761904762,0.9761904761904762,0.9927790788446527,0.9679937548790007,41.0,1.0,121.0,1.0
AVRO,8,83.85826771653544,IBk,BestFirst,None,SensitiveLearning,0.9761904761904762,0.9761904761904762,0.9927790788446527,0.9679937548790007,41.0,1.0,121.0,1.0
AVRO,9,85.16345347862531,RandomForest,None,None,None,0.23255813953488372,0.45454545454545453,0.7341642228739003,0.17143451575990845,10.0,33.0,122.0,12.0
AVRO,9,85.16345347862531,NaiveBayes,None,None,None,0.27906976744186046,0.5454545454545454,0.7456011730205279,0.24508478102569442,12.0,31.0,124.0,10.0
AVRO,9,85.16345347862531,IBk,None,None,None,0.20833333333333334,0.45454545454545453,0.6073313782991202,0.1389375364856977,10.0,38.0,117.0,12.0
AVRO,9,85.16345347862531,RandomForest,GreedyStepwise,None,None,0.18421052631578946,0.3181818181818182,0.47580645161290325,0.09007599463567255,7.0,31.0,124.0,15.0
AVRO,9,85.16345347862531,NaiveBayes,GreedyStepwise,None,None,0.21052631578947367,0.18181818181818182,0.6690615835777126,0.09032860925089589,4.0,15.0,140.0,18.0
AVRO,9,85.16345347862531,IBk,GreedyStepwise,None,None,0.175,0.3181818181818182,0.48167155425219943,0.07792489689602748,7.0,33.0,122.0,15.0
AVRO,9,85.16345347862531,RandomForest,BestFirst,None,None,0.18421052631578946,0.3181818181818182,0.47580645161290325,0.09007599463567255,7.0,31.0,124.0,15.0
AVRO,9,85.16345347862531,NaiveBayes,BestFirst,None,None,0.21052631578947367,0.18181818181818182,0.6690615835777126,0.09032860925089589,4.0,15.0,140.0,18.0
AVRO,9,85.16345347862531,IBk,BestFirst,None,None,0.175,0.3181818181818182,0.48167155425219943,0.07792489689602748,7.0,33.0,122.0,15.0
AVRO,9,85.16345347862531,RandomForest,None,None,SensitiveLearning,0.2222222222222222,0.45454545454545453,0.7222873900293255,0.15791071970847242,10.0,35.0,120.0,12.0
AVRO,9,85.16345347862531,NaiveBayes,None,None,SensitiveLearning,0.27906976744186046,0.5454545454545454,0.7456011730205279,0.24508478102569442,12.0,31.0,124.0,10.0
AVRO,9,85.16345347862531,IBk,None,None,SensitiveLearning,0.20833333333333334,0.45454545454545453,0.6073313782991202,0.1389375364856977,10.0,38.0,117.0,12.0
AVRO,9,85.16345347862531,RandomForest,GreedyStepwise,None,SensitiveLearning,0.18421052631578946,0.3181818181818182,0.47580645161290325,0.09007599463567255,7.0,31.0,124.0,15.0
AVRO,9,85.16345347862531,RandomForest,BestFirst,None,SensitiveLearning,0.18421052631578946,0.3181818181818182,0.47580645161290325,0.09007599463567255,7.0,31.0,124.0,15.0
AVRO,9,85.16345347862531,NaiveBayes,GreedyStepwise,None,SensitiveLearning,0.21052631578947367,0.18181818181818182,0.6690615835777126,0.09032860925089589,4.0,15.0,140.0,18.0
AVRO,9,85.16345347862531,NaiveBayes,BestFirst,None,SensitiveLearning,0.21052631578947367,0.18181818181818182,0.6690615835777126,0.09032860925089589,4.0,15.0,140.0,18.0
