@relation avro_trainingSet18.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute LOC_TOUCHED numeric
@attribute LOC_TOUCHED_AVG numeric
@attribute LOC_TOUCHED_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
24,24,24.0,24,0,0.0,0,24,24.0,24,24,24.0,24,1,0,1,NO
27,33,16.5,30,6,3.0,6,39,19.5,30,33,16.5,30,2,1,1,YES
55,56,56.0,56,0,0.0,0,56,56.0,56,56,56.0,56,1,0,1,YES
54,55,55.0,55,0,0.0,0,55,55.0,55,55,55.0,55,1,0,1,YES
26,26,26.0,26,0,0.0,0,26,26.0,26,26,26.0,26,1,1,1,YES
187,220,73.33333333333333,192,33,11.0,30,253,84.33333333333333,192,197,65.66666666666667,192,3,0,2,NO
983,1155,288.75,820,172,43.0,147,1327,331.75,967,983,245.75,673,4,0,2,NO
252,254,127.0,251,1,0.5,1,255,127.5,251,253,126.5,251,2,1,2,YES
620,629,314.5,619,8,4.0,8,637,318.5,619,621,310.5,619,2,1,2,YES
37,38,38.0,38,0,0.0,0,38,38.0,38,38,38.0,38,1,0,1,NO
35,36,36.0,36,0,0.0,0,36,36.0,36,36,36.0,36,1,0,1,NO
286,288,144.0,280,1,0.5,1,289,144.5,280,287,143.5,280,2,0,1,NO
232,232,232.0,232,0,0.0,0,232,232.0,232,232,232.0,232,1,0,1,NO
203,203,203.0,203,0,0.0,0,203,203.0,203,203,203.0,203,1,0,1,NO
270,271,271.0,271,0,0.0,0,271,271.0,271,271,271.0,271,1,0,1,NO
425,433,72.16666666666667,424,7,1.1666666666666667,2,440,73.33333333333333,424,426,71.0,424,6,2,2,YES
244,256,42.666666666666664,239,11,1.8333333333333333,6,267,44.5,239,245,40.833333333333336,239,6,2,2,YES
74,75,75.0,75,0,0.0,0,75,75.0,75,75,75.0,75,1,0,1,NO
69,70,70.0,70,0,0.0,0,70,70.0,70,70,70.0,70,1,0,1,NO
228,309,28.09090909090909,204,80,7.2727272727272725,61,389,35.36363636363637,204,265,24.09090909090909,204,11,1,2,YES
231,237,39.5,230,5,0.8333333333333334,3,242,40.333333333333336,230,236,39.333333333333336,230,6,1,2,YES
202,207,41.4,203,4,0.8,1,211,42.2,203,203,40.6,203,5,2,2,YES
99,113,22.6,102,13,2.6,4,126,25.2,102,108,21.6,102,5,1,2,YES
191,287,47.833333333333336,166,95,15.833333333333334,39,382,63.666666666666664,166,214,35.666666666666664,166,6,1,2,YES
447,494,49.4,338,46,4.6,20,540,54.0,338,464,46.4,338,10,3,2,YES
95,106,17.666666666666668,95,10,1.6666666666666667,4,116,19.333333333333332,95,98,16.333333333333332,95,6,1,2,YES
549,599,59.9,382,49,4.9,17,648,64.8,382,606,60.6,382,10,1,2,YES
136,148,29.6,139,11,2.2,4,159,31.8,139,145,29.0,139,5,1,2,YES
40,41,41.0,41,0,0.0,0,41,41.0,41,41,41.0,41,1,0,1,NO
86,87,87.0,87,0,0.0,0,87,87.0,87,87,87.0,87,1,0,1,NO
90,91,91.0,91,0,0.0,0,91,91.0,91,91,91.0,91,1,0,1,NO
79,81,40.5,79,1,0.5,1,82,41.0,79,80,40.0,79,2,0,1,NO
85,86,43.0,84,1,0.5,1,87,43.5,84,85,42.5,84,2,0,1,NO
59,59,59.0,59,0,0.0,0,59,59.0,59,59,59.0,59,1,0,1,NO
112,116,58.0,112,3,1.5,3,119,59.5,112,113,56.5,112,2,0,1,NO
52,52,52.0,52,0,0.0,0,52,52.0,52,52,52.0,52,1,0,1,NO
157,157,157.0,157,0,0.0,0,157,157.0,157,157,157.0,157,1,0,1,YES
74,74,74.0,74,0,0.0,0,74,74.0,74,74,74.0,74,1,0,1,NO
230,234,117.0,230,3,1.5,3,237,118.5,230,231,115.5,230,2,0,1,YES
211,214,107.0,211,2,1.0,2,216,108.0,211,212,106.0,211,2,0,1,YES
55,56,56.0,56,0,0.0,0,56,56.0,56,56,56.0,56,1,0,1,NO
29,29,29.0,29,0,0.0,0,29,29.0,29,29,29.0,29,1,0,1,NO
111,113,56.5,111,1,0.5,1,114,57.0,111,112,56.0,111,2,0,1,NO
98,100,50.0,98,1,0.5,1,101,50.5,98,99,49.5,98,2,0,1,NO
43,44,44.0,44,0,0.0,0,44,44.0,44,44,44.0,44,1,0,1,NO
54,54,54.0,54,0,0.0,0,54,54.0,54,54,54.0,54,1,0,1,NO
205,205,205.0,205,0,0.0,0,205,205.0,205,205,205.0,205,1,0,1,NO
121,121,121.0,121,0,0.0,0,121,121.0,121,121,121.0,121,1,0,1,NO
107,107,107.0,107,0,0.0,0,107,107.0,107,107,107.0,107,1,0,1,NO
74,74,74.0,74,0,0.0,0,74,74.0,74,74,74.0,74,1,0,1,NO
76,78,39.0,77,2,1.0,2,80,40.0,77,78,39.0,77,2,0,2,NO
412,429,143.0,413,17,5.666666666666667,14,446,148.66666666666666,413,416,138.66666666666666,413,3,0,2,YES
146,148,74.0,146,2,1.0,2,150,75.0,146,146,73.0,146,2,0,2,NO
125,125,125.0,125,0,0.0,0,125,125.0,125,125,125.0,125,1,0,1,NO
75,76,76.0,76,0,0.0,0,76,76.0,76,76,76.0,76,1,0,1,NO
47,48,48.0,48,0,0.0,0,48,48.0,48,48,48.0,48,1,0,1,NO
34,34,34.0,34,0,0.0,0,34,34.0,34,34,34.0,34,1,0,1,NO
39,39,39.0,39,0,0.0,0,39,39.0,39,39,39.0,39,1,0,1,NO
36,37,37.0,37,0,0.0,0,37,37.0,37,37,37.0,37,1,0,1,NO
79,80,80.0,80,0,0.0,0,80,80.0,80,80,80.0,80,1,0,1,NO
28,29,29.0,29,0,0.0,0,29,29.0,29,29,29.0,29,1,0,1,NO
422,440,110.0,424,17,4.25,14,457,114.25,424,425,106.25,424,4,1,2,YES
211,258,129.0,258,43,21.5,43,301,150.5,258,301,150.5,258,2,1,1,YES
88,90,45.0,89,1,0.5,1,91,45.5,89,89,44.5,89,2,1,1,YES
57,58,58.0,58,0,0.0,0,58,58.0,58,58,58.0,58,1,0,1,NO
43,45,22.5,44,1,0.5,1,46,23.0,44,44,22.0,44,2,1,1,YES
27,28,28.0,28,0,0.0,0,28,28.0,28,28,28.0,28,1,0,1,NO
25,30,15.0,28,4,2.0,4,34,17.0,28,30,15.0,28,2,1,1,YES
53,55,27.5,49,1,0.5,1,56,28.0,49,54,27.0,49,2,1,1,YES
105,109,54.5,107,3,1.5,3,112,56.0,107,108,54.0,107,2,0,2,YES
107,113,56.5,109,5,2.5,5,118,59.0,109,110,55.0,109,2,0,2,YES
85,87,43.5,84,2,1.0,2,89,44.5,84,85,42.5,84,2,0,1,NO
54,54,54.0,54,0,0.0,0,54,54.0,54,54,54.0,54,1,0,1,NO
78,78,78.0,78,0,0.0,0,78,78.0,78,78,78.0,78,1,0,1,NO
98,103,51.5,82,5,2.5,5,108,54.0,82,98,49.0,82,2,0,2,NO
78,79,39.5,78,1,0.5,1,80,40.0,78,78,39.0,78,2,0,1,NO
77,77,77.0,77,0,0.0,0,77,77.0,77,77,77.0,77,1,0,1,NO
97,99,33.0,81,2,0.6666666666666666,2,101,33.666666666666664,81,97,32.333333333333336,81,3,0,2,NO
176,186,93.0,140,10,5.0,10,196,98.0,140,176,88.0,140,2,0,1,NO
123,136,68.0,98,13,6.5,13,149,74.5,98,123,61.5,98,2,0,1,NO
51,52,26.0,51,1,0.5,1,53,26.5,51,51,25.5,51,2,0,1,NO
71,71,35.5,57,0,0.0,0,71,35.5,57,71,35.5,57,2,0,1,NO
92,92,46.0,87,0,0.0,0,92,46.0,87,92,46.0,87,2,0,1,YES
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
387,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1087,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
25,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
76,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
168,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
268,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,0,1,NO
374,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
145,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
64,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
26,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
491,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
354,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
196,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
24,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
69,14,14.0,14,0,0.0,0,14,14.0,14,14,14.0,14,1,1,1,YES
56,4,4.0,4,2,2.0,2,6,6.0,6,2,2.0,2,1,1,1,YES
26,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
187,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
983,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
252,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
620,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
286,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
232,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
203,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
270,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
425,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
244,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
69,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
228,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
231,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
202,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
99,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
191,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
447,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
95,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
549,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
136,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
86,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
90,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
79,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
59,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
112,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
52,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
157,3,3.0,3,3,3.0,3,6,6.0,6,0,0.0,0,1,1,1,YES
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
230,3,3.0,3,3,3.0,3,6,6.0,6,0,0.0,0,1,1,1,YES
206,7,7.0,7,12,12.0,12,19,19.0,19,5,5.0,5,1,1,1,YES
55,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
29,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
111,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
205,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
121,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
107,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
76,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
33,33,33.0,33,0,0.0,0,33,33.0,33,33,33.0,33,1,0,1,NO
420,16,16.0,16,8,8.0,8,24,24.0,24,8,8.0,8,1,0,1,YES
146,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
125,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
75,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
34,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
79,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
422,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
212,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,0,1,NO
88,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
57,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
25,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
108,5,5.0,5,2,2.0,2,7,7.0,7,3,3.0,3,1,1,1,YES
102,3,3.0,3,8,8.0,8,11,11.0,11,5,5.0,5,1,1,1,YES
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
78,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
78,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
77,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
97,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
176,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
123,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
51,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
71,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
94,2,2.0,2,0,0.0,0,2,2.0,2,2,2.0,2,1,1,1,YES
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
387,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1087,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
25,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
76,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
168,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
268,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
374,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
145,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
64,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
26,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
491,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
354,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
196,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
24,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
69,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
26,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
187,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
983,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
252,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
620,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
286,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
232,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
203,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
270,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
425,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
244,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
69,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
228,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
231,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
202,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
99,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
191,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
447,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
95,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
549,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
136,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
86,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
90,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
79,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
59,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
112,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
52,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
157,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
230,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
206,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
55,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
29,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
111,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
205,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
121,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
107,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
76,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
33,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
426,8,8.0,8,2,2.0,2,10,10.0,10,6,6.0,6,1,1,1,YES
146,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
125,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
75,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
34,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
79,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
422,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
212,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
88,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
57,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
25,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
108,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
78,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
78,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
77,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
97,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
176,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
123,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
51,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
71,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
94,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
449,96,96.0,96,34,34.0,34,130,130.0,130,62,62.0,62,1,0,1,NO
1087,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
25,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
76,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
168,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
268,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
371,3,3.0,3,6,6.0,6,9,9.0,9,3,3.0,3,1,1,1,YES
145,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
64,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,3,3.0,3,0,0.0,0,3,3.0,3,3,3.0,3,1,0,1,NO
26,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
504,13,13.0,13,0,0.0,0,13,13.0,13,13,13.0,13,1,0,1,NO
357,4,4.0,4,1,1.0,1,5,5.0,5,3,3.0,3,1,1,1,YES
196,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
