RELEASE_ID,FILE_NAME,SIZE,LOC_ADDED,LOC_ADDED_AVG,LOC_ADDED_MAX,LOC_REMOVED,LOC_REMOVED_AVG,LOC_REMOVED_MAX,LOC_TOUCHED,LOC_TOUCHED_AVG,LOC_TOUCHED_MAX,CHURN,CHURN_AVG,CHURN_MAX,NUMBER_OF_REVISIONS,NUMBER_OF_DEFECT_FIXES,NUMBER_OF_AUTHORS,IS_BUGGY
2,src/java/org/apache/avro/io/BlockingBinaryEncoder.java,627,8,4.0,5,2,1.0,2,10,5.0,5,6,3.0,5,2,1,1,YES
2,src/java/org/apache/avro/io/DatumReader.java,37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
2,src/java/org/apache/avro/io/DatumWriter.java,35,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
2,src/java/org/apache/avro/io/Decoder.java,279,5,1.6666666666666667,3,12,4.0,10,17,5.666666666666667,13,7,2.3333333333333335,7,3,1,1,YES
2,src/java/org/apache/avro/io/Encoder.java,274,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
2,src/java/org/apache/avro/io/JsonDecoder.java,398,416,138.66666666666666,397,17,5.666666666666667,9,433,144.33333333333334,397,401,133.66666666666666,397,3,0,1,NO
2,src/java/org/apache/avro/io/JsonEncoder.java,240,248,82.66666666666667,239,7,2.3333333333333335,4,255,85.0,239,243,81.0,239,3,0,1,YES
2,src/java/org/apache/avro/io/ParsingDecoder.java,74,75,37.5,74,0,0.0,0,75,37.5,74,75,37.5,74,2,0,1,NO
2,src/java/org/apache/avro/io/ParsingEncoder.java,69,70,23.333333333333332,52,0,0.0,0,70,23.333333333333332,52,70,23.333333333333332,52,3,0,1,NO
2,src/java/org/apache/avro/io/ResolvingDecoder.java,203,72,36.0,71,91,45.5,91,163,81.5,162,21,10.5,20,2,0,1,NO
2,src/java/org/apache/avro/io/ValidatingDecoder.java,229,76,38.0,75,204,102.0,204,280,140.0,279,130,65.0,129,2,0,1,NO
2,src/java/org/apache/avro/io/ValidatingEncoder.java,202,82,41.0,81,104,52.0,104,186,93.0,185,24,12.0,23,2,0,1,NO
2,src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,102,103,51.5,102,0,0.0,0,103,51.5,102,103,51.5,102,2,0,1,YES
2,src/java/org/apache/avro/io/parsing/Parser.java,144,147,73.5,144,2,1.0,2,149,74.5,144,145,72.5,144,2,0,1,YES
2,src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,337,339,113.0,337,1,0.3333333333333333,1,340,113.33333333333333,337,338,112.66666666666667,337,3,0,1,NO
2,src/java/org/apache/avro/io/parsing/SkipParser.java,94,97,48.5,94,2,1.0,2,99,49.5,94,95,47.5,94,2,0,1,NO
2,src/java/org/apache/avro/io/parsing/Symbol.java,382,383,191.5,382,0,0.0,0,383,191.5,382,383,191.5,382,2,0,1,YES
2,src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,138,140,46.666666666666664,138,1,0.3333333333333333,1,141,47.0,138,139,46.333333333333336,138,3,0,1,NO
2,src/java/org/apache/avro/ipc/AvroRemoteException.java,40,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
2,src/java/org/apache/avro/ipc/ByteBufferInputStream.java,86,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,0,1,NO
2,src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,90,7,7.0,7,3,3.0,3,10,10.0,10,4,4.0,4,1,0,1,NO
2,src/java/org/apache/avro/ipc/RPCContext.java,149,149,149.0,149,0,0.0,0,149,149.0,149,149,149.0,149,1,0,1,NO
2,src/java/org/apache/avro/ipc/RPCPlugin.java,74,74,74.0,74,0,0.0,0,74,74.0,74,74,74.0,74,1,0,1,NO
2,src/java/org/apache/avro/ipc/Requestor.java,231,54,27.0,53,5,2.5,5,59,29.5,58,49,24.5,48,2,0,1,NO
2,src/java/org/apache/avro/ipc/Responder.java,221,58,29.0,40,10,5.0,6,68,34.0,44,48,24.0,36,2,0,1,NO
2,src/java/org/apache/avro/ipc/SocketServer.java,110,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,0,1,NO
2,src/java/org/apache/avro/ipc/SocketTransceiver.java,94,4,4.0,4,2,2.0,2,6,6.0,6,2,2.0,2,1,0,1,NO
2,src/java/org/apache/avro/ipc/Transceiver.java,42,3,3.0,3,2,2.0,2,5,5.0,5,1,1.0,1,1,0,1,NO
2,src/java/org/apache/avro/reflect/FixedSize.java,36,10,5.0,6,3,1.5,2,13,6.5,8,7,3.5,4,2,1,1,YES
2,src/java/org/apache/avro/reflect/ReflectData.java,304,93,23.25,40,32,8.0,14,125,31.25,53,61,15.25,27,4,1,1,YES
2,src/java/org/apache/avro/reflect/ReflectDatumReader.java,117,11,3.6666666666666665,6,11,3.6666666666666665,8,22,7.333333333333333,14,6,2.0,3,3,2,1,YES
2,src/java/org/apache/avro/reflect/ReflectDatumWriter.java,65,30,4.285714285714286,16,32,4.571428571428571,18,62,8.857142857142858,22,34,4.857142857142857,14,7,3,1,YES
2,src/java/org/apache/avro/reflect/ReflectRequestor.java,113,34,8.5,18,5,1.25,3,39,9.75,20,29,7.25,16,4,0,1,NO
2,src/java/org/apache/avro/reflect/ReflectResponder.java,128,7,2.3333333333333335,5,2,0.6666666666666666,1,9,3.0,6,5,1.6666666666666667,4,3,0,1,YES
2,src/java/org/apache/avro/specific/ProtocolTask.java,105,3,3.0,3,2,2.0,2,5,5.0,5,1,1.0,1,1,0,1,NO
2,src/java/org/apache/avro/specific/SchemaTask.java,28,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
2,src/java/org/apache/avro/specific/SpecificCompiler.java,287,23,5.75,12,4,1.0,1,27,6.75,13,19,4.75,11,4,0,1,YES
2,src/java/org/apache/avro/specific/SpecificData.java,70,77,38.5,67,6,3.0,6,83,41.5,67,71,35.5,67,2,0,1,YES
2,src/java/org/apache/avro/specific/SpecificDatumReader.java,47,2,1.0,1,2,1.0,1,4,2.0,2,0,0.0,0,2,1,1,YES
2,src/java/org/apache/avro/specific/SpecificDatumWriter.java,35,2,1.0,1,2,1.0,1,4,2.0,2,0,0.0,0,2,1,1,YES
2,src/java/org/apache/avro/specific/SpecificExceptionBase.java,40,2,1.0,1,1,0.5,1,3,1.5,2,1,0.5,1,2,0,1,NO
2,src/java/org/apache/avro/specific/SpecificFixed.java,28,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
2,src/java/org/apache/avro/specific/SpecificRecord.java,27,3,1.5,2,3,1.5,3,6,3.0,5,2,1.0,1,2,0,1,NO
2,src/java/org/apache/avro/specific/SpecificRecordBase.java,71,13,6.5,12,5,2.5,5,18,9.0,17,8,4.0,7,2,0,1,NO
2,src/java/org/apache/avro/specific/SpecificRequestor.java,80,36,7.2,13,11,2.2,7,47,9.4,15,25,5.0,13,5,1,1,YES
2,src/java/org/apache/avro/specific/SpecificResponder.java,40,2,1.0,1,2,1.0,1,4,2.0,2,0,0.0,0,2,1,1,YES
2,src/java/org/apache/avro/util/Utf8.java,87,12,6.0,8,5,2.5,3,17,8.5,11,7,3.5,5,2,0,1,NO
