RELEASE_ID,FILE_NAME,SIZE,LOC_ADDED,LOC_ADDED_AVG,LOC_ADDED_MAX,LOC_REMOVED,LOC_REMOVED_AVG,LOC_REMOVED_MAX,LOC_TOUCHED,LOC_TOUCHED_AVG,LOC_TOUCHED_MAX,CHURN,CHURN_AVG,CHURN_MAX,NUMBER_OF_REVISIONS,NUMBER_OF_DEFECT_FIXES,NUMBER_OF_AUTHORS,IS_BUGGY
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,319,82595,41297.5,1665,28721,14360.5,1631,111316,55658.0,1688,77250,38625.0,1665,2,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java,27,83411,83411.0,1665,29409,29409.0,1631,112820,112820.0,1688,78244,78244.0,1665,1,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,55,83485,83485.0,1665,29420,29420.0,1631,112905,112905.0,1688,78307,78307.0,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DefaultEnsemblePlacementPolicy.java,94,83830,83830.0,1665,29444,29444.0,1631,113274,113274.0,1688,78640,78640.0,1665,1,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,191,84462,84462.0,1665,29637,29637.0,1631,114099,114099.0,1688,79105,79105.0,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,90,84695,42347.5,1665,29734,14867.0,1631,114429,57214.5,1688,79259,39629.5,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/EnsemblePlacementPolicy.java,90,85187,85187.0,1665,29793,29793.0,1631,114980,114980.0,1688,79698,79698.0,1665,1,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,271,86784,86784.0,1665,30108,30108.0,1631,116892,116892.0,1688,81024,81024.0,1665,1,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,138,87393,87393.0,1665,30352,30352.0,1631,117745,117745.0,1688,81471,81471.0,1665,1,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,79,88024,29341.333333333332,1665,30567,10189.0,1631,118591,39530.333333333336,1688,81925,27308.333333333332,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,82,88261,88261.0,1665,30655,30655.0,1631,118916,118916.0,1688,82094,82094.0,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,147,88514,17702.8,1665,30733,6146.6,1631,119247,23849.4,1688,82295,16459.0,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,89195,22298.75,1665,30890,7722.5,1631,120085,30021.25,1688,82821,20705.25,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,1026,91757,18351.4,1665,32308,6461.6,1631,124065,24813.0,1688,84237,16847.4,1665,5,3,1,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,530,95738,31912.666666666668,1665,34401,11467.0,1631,130139,43379.666666666664,1688,87307,29102.333333333332,1665,3,2,2,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,189,97111,32370.333333333332,1665,34752,11584.0,1631,131863,43954.333333333336,1688,88391,29463.666666666668,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,167,97692,97692.0,1665,35047,35047.0,1631,132739,132739.0,1688,88869,88869.0,1665,1,1,1,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,86,98157,98157.0,1665,35270,35270.0,1631,133427,133427.0,1688,89217,89217.0,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,195,98725,49362.5,1665,35426,17713.0,1631,134151,67075.5,1688,89709,44854.5,1665,2,1,1,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,374,100216,50108.0,1665,36072,18036.0,1631,136288,68144.0,1688,90922,45461.0,1665,2,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java,573,101758,50879.0,1665,36609,18304.5,1631,138367,69183.5,1688,92031,46015.5,1665,2,0,2,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,126,105269,35089.666666666664,1665,38259,12753.0,1631,143528,47842.666666666664,1688,95488,31829.333333333332,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,105502,105502.0,1665,38350,38350.0,1631,143852,143852.0,1688,95640,95640.0,1665,1,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,107136,53568.0,1665,38975,19487.5,1631,146111,73055.5,1688,97013,48506.5,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,108154,54077.0,1665,39157,19578.5,1631,147311,73655.5,1688,97929,48964.5,1665,0,0,0,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,237,115098,115098.0,1665,40029,40029.0,1631,155127,155127.0,1688,104605,104605.0,1665,1,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,345,116761,116761.0,1665,40264,40264.0,1631,157025,157025.0,1688,106189,106189.0,1665,1,0,1,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java,47,118860,118860.0,1665,40619,40619.0,1631,159479,159479.0,1688,108145,108145.0,1665,1,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,781,119696,59848.0,1665,40673,20336.5,1631,160369,80184.5,1688,108941,54470.5,1665,2,0,2,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,27,128367,128367.0,1665,41905,41905.0,1631,170272,170272.0,1688,117048,117048.0,1665,0,0,0,NO
