DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
BOOKKEEPER,8,85.97099621689786,IBk,GreedyStepwise,None,None,0.5,0.3902439024390244,0.8691741125332045,0.3890023776832659,16.0,16.0,388.0,25.0
BOOKKEEPER,8,85.97099621689786,RandomForest,BestFirst,None,None,0.625,0.24390243902439024,0.8512738468968848,0.31547000374173684,10.0,6.0,398.0,31.0
BOOKKEEPER,8,85.97099621689786,NaiveBayes,BestFirst,None,None,1.0,0.07317073170731707,0.8282419705385172,0.12537498706941097,3.0,0.0,404.0,38.0
BOOKKEEPER,8,85.97099621689786,IBk,BestFirst,None,None,0.5,0.3902439024390244,0.8691741125332045,0.3890023776832659,16.0,16.0,388.0,25.0
BOOKKEEPER,8,85.97099621689786,RandomForest,None,None,SensitiveLearning,0.3076923076923077,0.5853658536585366,0.8153827577879739,0.32139865546940427,24.0,54.0,350.0,17.0
BOOKKEEPER,8,85.97099621689786,NaiveBayes,None,None,SensitiveLearning,0.27522935779816515,0.7317073170731707,0.8589108910891089,0.3072372517816368,30.0,79.0,325.0,11.0
BOOKKEEPER,8,85.97099621689786,IBk,None,None,SensitiveLearning,0.2926829268292683,0.2926829268292683,0.7957920792079208,0.2209007486114464,12.0,29.0,375.0,29.0
BOOKKEEPER,8,85.97099621689786,RandomForest,GreedyStepwise,None,SensitiveLearning,0.4772727272727273,0.5121951219512195,0.8651895677372615,0.4407750533360614,21.0,23.0,381.0,20.0
BOOKKEEPER,8,85.97099621689786,RandomForest,BestFirst,None,SensitiveLearning,0.4772727272727273,0.5121951219512195,0.8651895677372615,0.4407750533360614,21.0,23.0,381.0,20.0
BOOKKEEPER,8,85.97099621689786,NaiveBayes,GreedyStepwise,None,SensitiveLearning,0.27472527472527475,0.6097560975609756,0.8282419705385172,0.2883887827138344,25.0,66.0,338.0,16.0
BOOKKEEPER,8,85.97099621689786,NaiveBayes,BestFirst,None,SensitiveLearning,0.27472527472527475,0.6097560975609756,0.8282419705385172,0.2883887827138344,25.0,66.0,338.0,16.0
BOOKKEEPER,8,85.97099621689786,IBk,GreedyStepwise,None,SensitiveLearning,0.48484848484848486,0.3902439024390244,0.8691741125332045,0.3816172578083646,16.0,17.0,387.0,25.0
BOOKKEEPER,8,85.97099621689786,IBk,BestFirst,None,SensitiveLearning,0.48484848484848486,0.3902439024390244,0.8691741125332045,0.3816172578083646,16.0,17.0,387.0,25.0
BOOKKEEPER,9,91.59688131677736,RandomForest,None,None,None,NaN,NaN,NaN,1.0,0.0,0.0,291.0,0.0
BOOKKEEPER,9,91.59688131677736,NaiveBayes,None,None,None,NaN,NaN,NaN,1.0,0.0,0.0,291.0,0.0
BOOKKEEPER,9,91.59688131677736,IBk,None,None,None,NaN,NaN,NaN,1.0,0.0,0.0,291.0,0.0
BOOKKEEPER,9,91.59688131677736,RandomForest,GreedyStepwise,None,None,NaN,NaN,NaN,1.0,0.0,0.0,291.0,0.0
BOOKKEEPER,9,91.59688131677736,NaiveBayes,GreedyStepwise,None,None,NaN,NaN,NaN,1.0,0.0,0.0,291.0,0.0
BOOKKEEPER,9,91.59688131677736,IBk,GreedyStepwise,None,None,0.0,NaN,NaN,0.0,0.0,12.0,279.0,0.0
BOOKKEEPER,9,91.59688131677736,RandomForest,BestFirst,None,None,NaN,NaN,NaN,1.0,0.0,0.0,291.0,0.0
BOOKKEEPER,9,91.59688131677736,NaiveBayes,BestFirst,None,None,NaN,NaN,NaN,1.0,0.0,0.0,291.0,0.0
BOOKKEEPER,9,91.59688131677736,IBk,BestFirst,None,None,0.0,NaN,NaN,0.0,0.0,12.0,279.0,0.0
BOOKKEEPER,9,91.59688131677736,RandomForest,None,None,SensitiveLearning,0.0,NaN,NaN,0.0,0.0,2.0,289.0,0.0
BOOKKEEPER,9,91.59688131677736,NaiveBayes,None,None,SensitiveLearning,NaN,NaN,NaN,1.0,0.0,0.0,291.0,0.0
BOOKKEEPER,9,91.59688131677736,IBk,None,None,SensitiveLearning,NaN,NaN,NaN,1.0,0.0,0.0,291.0,0.0
BOOKKEEPER,9,91.59688131677736,RandomForest,GreedyStepwise,None,SensitiveLearning,NaN,NaN,NaN,1.0,0.0,0.0,291.0,0.0
